product_id,category,product_name,product_type,image_url,barcode,price_jd,stock_quantity,minimum_stock,health_tags,supplier_id
130,kitchen staples,Blue Mill Onion 200 g,Spices & Seasonings,/images/products/Blue Mill Onion 200 g.jpg,2000000000130,3.35,44,12,vegan,Pantry Partners Jordan
131,kitchen staples,Blue Mill Garlic Powder 200 g,Spices & Seasonings,/images/products/Blue Mill Garlic Powder 200 g.jpg,2000000000131,2.89,11,12,vegan,Pantry Partners Jordan
132,kitchen staples,Blue Mill Origano 100 g,Spices & Seasonings,/images/products/Blue Mill Origano 100 g.jpg,2000000000132,2.85,24,12,vegan,Pantry Partners Jordan
133,kitchen staples,Spice Classics Basil Leaves 6.25 g,Spices & Seasonings,/images/products/Spice Classics Basil Leaves 6.25 g.jpg,2000000000133,1.99,37,12,vegan,Pantry Partners Jordan
134,kitchen staples,"Al Rayhan Oregano Thyme, 30 g",Spices & Seasonings,"/images/products/Al Rayhan Oregano Thyme, 30 g.jpg",2000000000134,1.25,50,12,vegan,Pantry Partners Jordan
135,kitchen staples,"Aroma Garden Dry Onion, 100g",Spices & Seasonings,/images/products/Aroma Garden Dry Onion-100g.jpg,2000000000135,1.85,17,12,vegan,Pantry Partners Jordan
136,kitchen staples,"Ard Jdadna Powder Garlic, 200g",Spices & Seasonings,"/images/products/Ard Jdadna Powder Garlic, 200g.jpg",2000000000136,2.2,30,12,vegan,Pantry Partners Jordan
137,kitchen staples,"Ard Jdadna Powder Garlic, 200g",Spices & Seasonings,"/images/products/Ard Jdadna Powder Garlic, 200g.jpg",2000000000137,1.9,43,12,vegan,Pantry Partners Jordan
138,kitchen staples,"Aroma Garden Turmeric Powder, 100g",Spices & Seasonings,"/images/products/Aroma Garden Turmeric Powder, 100g.jpg",2000000000138,1.75,10,12,vegan,Pantry Partners Jordan
139,kitchen staples,"Aroma Garden Cinnamon, 100g",Spices & Seasonings,"/images/products/Aroma Garden Cinnamon, 100g.jpg",2000000000139,2.29,23,12,vegan,Pantry Partners Jordan
140,kitchen staples,"Aroma Garden Organic Ground Ginger, 120g",Spices & Seasonings,"/images/products/Aroma Garden Organic Ground Ginger, 120g.jpg",2000000000140,2.08,36,12,vegan,Pantry Partners Jordan
141,kitchen staples,"Aroma Garden Chicken Spices, 100g",Spices & Seasonings,"/images/products/Aroma Garden Chicken Spices, 100g.jpg",2000000000141,2.09,49,12,"meat,not_vegan",Pantry Partners Jordan
142,kitchen staples,"Aroma Garden Organic Meat Spices, 120g",Spices & Seasonings,"/images/products/Aroma Garden Organic Meat Spices, 120g.jpg",2000000000142,2.09,16,12,"meat,not_vegan",Pantry Partners Jordan
143,kitchen staples,"Aroma Garden Seven Spices, 100g",Spices & Seasonings,"/images/products/Aroma Garden Chicken Spices, 100g.jpg",2000000000143,2.09,29,12,vegan,Pantry Partners Jordan
144,kitchen staples,"Aroma Garden Magloubeh Spices, 100g",Spices & Seasonings,"/images/products/Aroma Garden Magloubeh Spices, 100g.jpg",2000000000144,2.09,42,12,vegan,Pantry Partners Jordan
145,kitchen staples,"Aroma Garden Biryani Spices, 100g",Spices & Seasonings,"/images/products/Aroma Garden Biryani Spices, 100g.jpg",2000000000145,2.09,55,12,vegan,Pantry Partners Jordan
146,kitchen staples,NewLand Apple Cider Vinegar 472ml,Spices & Seasonings,/images/products/NewLand Apple Cider Vinegar 472ml.jpg,2000000000146,1.24,22,12,vegan,Pantry Partners Jordan
147,kitchen staples,"Anjar Pomegranate Molasses, 300ml",Cooking & Baking,"/images/products/Anjar Pomegranate Molasses, 300ml.jpg",2000000000147,1.95,35,12,"high_sugar,vegan",Pantry Partners Jordan
148,kitchen staples,"Durra Lemon Seasoning, 1000ml",Cooking & Baking,"/images/products/Durra Lemon Seasoning, 1000ml.jpg",2000000000148,1.85,48,12,vegan,Pantry Partners Jordan
149,kitchen staples,Blue Mill Organic White Grape Vinegar 250 ml,Cooking & Baking,/images/products/Blue Mill Organic White Grape Vinegar 250 ml.jpg,2000000000149,2.1,15,12,vegan,Pantry Partners Jordan
150,kitchen staples,"Durra Pomegranate Molasses, 1L",Cooking & Baking,"/images/products/Durra Pomegranate Molasses, 1L.jpg",2000000000150,2.75,28,12,"high_sugar,vegan",Pantry Partners Jordan
151,kitchen staples,"Al Rayhan Sumac Molasses, 350ml",Cooking & Baking,"/images/products/Al Rayhan Sumac Molasses, 350ml.jpg",2000000000151,4.99,41,12,"high_sugar,vegan",Pantry Partners Jordan
152,kitchen staples,"Benina Garlic Chili Sauce, 280g",Sauces,"/images/products/Benina Garlic Chili Sauce, 280g.jpg",2000000000152,1.49,54,12,"high_sodium,vegan",Pantry Partners Jordan
153,kitchen staples,"Benina Soy Sauce Mild, 150g",Sauces,"/images/products/Benina Soy Sauce Mild, 150g.jpg",2000000000153,1.05,21,12,"high_sodium,vegan",Pantry Partners Jordan
154,kitchen staples,"Benina Chili Oil, 150ml",Sauces,"/images/products/Benina Chili Oil, 150ml.jpg",2000000000154,1.49,34,12,"high_sodium,vegan",Pantry Partners Jordan
155,kitchen staples,"Kikkoman Soy Sauce, 591ml",Sauces,"/images/products/Kikkoman Soy Sauce, 591ml.jpg",2000000000155,3.55,47,12,"high_sodium,vegan",Pantry Partners Jordan
156,kitchen staples,Thai Heritage Noodles Chinese Yellow 400 g,Cooking & Baking,/images/products/Thai Heritage Noodles Chinese Yellow 400 g.jpg,2000000000156,1,14,12,"gluten,high_sodium,vegan",Pantry Partners Jordan
157,kitchen staples,"Kabatilo Bay Leaves, 50g",Cooking & Baking,"/images/products/Kabatilo Bay Leaves, 50g.jpg",2000000000157,0.55,27,12,vegan,Pantry Partners Jordan
158,kitchen staples,"Ard Jdadna Dry Lime Black, 145g",Cooking & Baking,"/images/products/Ard Jdadna Dry Lime Black, 145g.jpg",2000000000158,1.9,40,12,vegan,Pantry Partners Jordan
159,kitchen staples,NewLand Hickory Smoked Barbecue Sauce 510 g,Cooking & Baking,/images/products/NewLand Hickory Smoked Barbecue Sauce 510 g.jpg,2000000000159,2.75,53,12,"high_sodium,vegan",Pantry Partners Jordan
160,kitchen staples,NewLand Tomato Ketchup 567 g,Sauces,/images/products/NewLand Tomato Ketchup 567 g.jpg,2000000000160,2.09,20,12,"high_sodium,non_food",Pantry Partners Jordan
161,kitchen staples,"NewLand Mayonnaise, 300ml",Sauces,"/images/products/NewLand Mayonnaise, 300ml.jpg",2000000000161,2,33,12,"high_sodium,vegan",Pantry Partners Jordan
162,kitchen staples,"NewLand Special Sauce For Burgers & Fries, 300g",Sauces,"/images/products/NewLand Special Sauce For Burgers & Fries, 300g.jpg",2000000000162,2,46,12,"high_sodium,meat,not_vegan",Pantry Partners Jordan
163,kitchen staples,"NewLand Dynamite Sauce, 300ml",Sauces,"/images/products/NewLand Dynamite Sauce, 300ml.jpg",2000000000163,2.13,13,12,"high_sodium,vegan",Pantry Partners Jordan
164,kitchen staples,"NewLand Classic Yellow Mustard, 397g",Sauces,"/images/products/NewLand Classic Yellow Mustard, 397g.jpg",2000000000164,1.79,26,12,"high_sodium,vegan",Pantry Partners Jordan
165,kitchen staples,NewLand Mayonnaise Garlic Flavor 300ml,Sauces,/images/products/NewLand Mayonnaise Garlic Flavor 300ml.jpg,2000000000165,1.61,39,12,"high_sodium,vegan",Pantry Partners Jordan
166,Canned ,Maxim's Sliced Tuna With Garlic And Black Pepper 120 g,Canned Seafood,/images/products/Maxim's-Sliced-Tuna-With-Garlic-And-Black-Pepper-120 g.jpg,2000000000166,2.29,52,12,"high_sodium,fish,not_vegan",Aqaba Seafood Supply
167,Canned ,Maxim's Smoked Tuna Oil 185 g,Canned Seafood,/images/products/Maxim's-Smoked-Tuna-Oil185g.jpg,2000000000167,3,19,12,"high_sodium,fish,not_vegan",Aqaba Seafood Supply
168,Canned ,"Al Sayad Tuna In Vegetable Oil, 160g",Canned Seafood,/images/products/Al-Sayad-Tuna-In-Vegetable-Oil-160g.jpg,2000000000168,0.79,32,12,"high_sodium,fish,not_vegan",Aqaba Seafood Supply
169,Canned ,Sayad Tuna Meat With Natural Chili 160 g,Canned Seafood,/images/products/Sayad-Tuna-Meat-With-Natural-Chili-160 g.jpg,2000000000169,0.85,45,12,"high_sodium,fish,not_vegan,meat",Aqaba Seafood Supply
170,Canned ,"Durra Tuna Solid with Chilli Pepper, 160g",Canned Seafood,/images/products/Durra-Tuna-Solid-with-Chilli-Pepper-160g.jpg,2000000000170,1.04,12,12,"high_sodium,fish,not_vegan",Aqaba Seafood Supply
171,Canned ,"Rio Mare Tuna In Olive Oil, 2x160g",Canned Seafood,/images/products/Rio-Mare-Tuna-In-Olive-Oil-2x160g.jpg,2000000000171,5.5,25,12,"high_sodium,fish,not_vegan",Aqaba Seafood Supply
172,Canned ,"Rio Mare Light Tuna in Olive Oil, 160g",Canned Seafood,/images/products/Rio-Mare-Light-Tuna-in-Olive-160g.jpg,2000000000172,3.45,38,12,"high_sodium,fish,not_vegan",Aqaba Seafood Supply
173,Canned ,NewLand Sliced Black Olives 345 g,Canned Vegetables,/images/products/NewLand-Sliced-Black-Olives-345g.jpg,2000000000173,1.2,51,12,"high_sodium,vegan",Amman Fresh Produce
174,Canned ,"Maxims Sweet Corn, 340g",Canned Vegetables,/images/products/Maxims-Sweet-Corn-340g.jpg,2000000000174,1.5,18,12,vegan,Amman Fresh Produce
175,Canned ,"American Garden Red Kidney Beans (Easy Open Lids), 400g",Canned Vegetables,/images/products/American-Garden-Red Kidney-Beans (Easy Open Lids)-400g.jpg,2000000000175,0.79,31,12,vegan,Amman Fresh Produce
176,Canned ,"NewLand Crushed Italian Tomatoes, 400g",Canned Vegetables,/images/products/NewLand-Crushed-Italian-Tomatoes-400g.jpg,2000000000176,1.17,44,12,non_food,Amman Fresh Produce
177,Canned ,NewLand American Black Beans 432 g,Canned Vegetables,/images/products/NewLand-American-Black-Beans-432g.jpg,2000000000177,1.45,11,12,vegan,Amman Fresh Produce
178,Canned ,"Luna Red Kidney Beans, 380g",Canned Vegetables,/images/products/Luna-Red-Kidney-Beans-380g.jpg,2000000000178,0.76,24,12,vegan,Amman Fresh Produce
179,Canned ,"California Garden Whole Kernal Sweet Corn, 400g",Canned Vegetables,/images/products/California-Garden-whole-Kernal-Sweet-Corn-400g.jpg,2000000000179,1.05,37,12,vegan,Amman Fresh Produce
180,Canned ,Albayrouty Mushroom Slices 400 g,Canned Vegetables,/images/products/Albayrouty-Mushroom-Slices-400g.jpg,2000000000180,1.05,50,12,vegan,Amman Fresh Produce
181,Canned ,Albayrouty Sweet Corn 340 g,Canned Vegetables,/images/products/Albayrouty-Sweet-Corn-340g.jpg,2000000000181,1.05,17,12,vegan,Amman Fresh Produce
182,Canned ,Durra Hummus Grains 400 g,Canned Vegetables,/images/products/Durra-Hummus-Grains-400g.jpg,2000000000182,0.68,30,12,vegan,Amman Fresh Produce
183,Canned ,"American Garden Blueberry Topping & Filling, No Artificial Colors or Flavors, 595g",Canned Fruit,"/images/products/American Garden Blueberry Topping & Filling, No Artificial Colors or Flavors, 595g.jpg",2000000000183,4.9,43,12,vegan,Amman Fresh Produce
184,Canned ,"American Garden Strawberry Topping & Filling, No Artificial Flavors, 595g",Canned Fruit,"/images/products/American Garden Strawberry Topping & Filling, No Artificial Flavors, 595g.jpg",2000000000184,4.75,10,12,vegan,Amman Fresh Produce
185,Canned ,NewLand Pineapple Slices In Light Syrup 565 g,Canned Fruit,/images/products/NewLand-Pineapple-SlicesIn-Light-Syrup-565g.jpg,2000000000185,1.89,23,12,vegan,Amman Fresh Produce
186,Canned ,"Morrisons Apricot Halves in Juice, 410g",Canned Fruit,/images/products/Morrisons-Apricot-Halves-in-Juice-410g.jpg,2000000000186,4.39,36,20,"high_sugar,vegan",Levant Beverage Distributors
187,Canned ,NewLand Chicken Hot Dog 400 g,Canned Meat,/images/products/NewLand-Chicken-Hot-Dog-400g.jpg,2000000000187,1.6,49,12,"high_sodium,meat,not_vegan",Pantry Partners Jordan
188,Canned ,Unium Chicken Luncheon Meat 800 g,Canned Meat,/images/products/Unium-Chicken-Luncheon-Meat-800g.jpg,2000000000188,3.15,16,12,"high_sodium,meat,not_vegan",Pantry Partners Jordan
189,Canned ,"Siniora Beef Luncheon, 200g",Canned Meat,/images/products/Siniora-Beef-Luncheon-200g.jpg,2000000000189,1.05,29,12,"high_sodium,meat,not_vegan",Pantry Partners Jordan
190,Canned ,Siniora Beef Hot Dog 415 g,Canned Meat,/images/products/Siniora-Beef-Hot-Dog-415g.jpg,2000000000190,1.09,42,12,"high_sodium,meat,not_vegan",Pantry Partners Jordan
191,Canned ,"Exeter Canned Corned Beef, 340g",Canned Meat,"/images/products/Exeter Canned Corned Beef, 340g.jpg",2000000000191,2.35,55,12,"high_sodium,meat,not_vegan",Pantry Partners Jordan
192,Canned ,Zwan Chicken Hotdogs × 2 Special Offer,Canned Meat,/images/products/Zwan Chicken Hotdogs × 2 Special Offer.jpg,2000000000192,4.5,22,12,"meat,not_vegan",Pantry Partners Jordan
193,Canned ,"Unium Chicken Hot Dog, 415g",Canned Meat,"/images/products/Unium Chicken Hot Dog, 415g.jpg",2000000000193,1.45,35,12,"high_sodium,meat,not_vegan",Pantry Partners Jordan
194,Canned ,Unium Luncheon Meat 500 g,Canned Meat,/images/products/Unium Luncheon Meat 500 g.jpg,2000000000194,2.3,48,12,"high_sodium,meat,not_vegan",Pantry Partners Jordan
195,Canned ,Maxim's Mushrooms 425 g 3+1,Canned Fruit,"/images/products/Maxim's Mushrooms 425 g 3+1Kikkoman Soy Sauce, 591ml.jpg",2000000000195,6.35,15,12,vegan,Amman Fresh Produce
196,Canned ,Maxims Sweet Corn 180 g 3 pcs get 1 pc Free,Canned Fruit,/images/products/Maxims Sweet Corn 180 g 3 pcs get 1 pc Free.jpg,2000000000196,3.79,28,12,vegan,Amman Fresh Produce
197,Canned ,Al-Bayrouti Chick Peas 3x400g,Canned Fruit,/images/products/Al-Bayrouti Chick Peas 3x400g.jpg,2000000000197,1.5,41,12,vegan,Amman Fresh Produce
198,Canned ,"Pomi Whole Peeled Tomatoes, 400g",Canned Fruit,"/images/products/Pomi Whole Peeled Tomatoes, 400g.jpg",2000000000198,1.75,54,12,non_food,Amman Fresh Produce
199,beverages ,"Nestle Mineral Water, 6x1.5L",water,/images/products/Nestle-Mineral-Water-6x1.5L.jpg,2000000000199,2.2,21,20,vegan,Levant Beverage Distributors
200,beverages ,"Sama Mineral Water, 12x600ml",water,/images/products/Sama-Mineral-Water-12x600ml.jpg,2000000000200,1.43,34,20,vegan,Levant Beverage Distributors
201,beverages ,"Kinza Soda Water Can, 250ml",water,/images/products/Kinza-Soda-Water-Can-250ml.jpg,2000000000201,0.36,47,20,vegan,Levant Beverage Distributors
202,beverages ,Crystal Ice Cubes 2 kg,water,/images/products/Crystal-Ice-Cubes-2kg.jpg,2000000000202,0.99,14,20,vegan,Levant Beverage Distributors
203,beverages ,"Kinza Zero Sugar Lemon Soft Drink Can, 250ml",Soft Drinks,/images/products/Kinza-Zero-Sugar-Lemon-Soft-Drink-Can-250ml.jpg,2000000000203,0.25,27,20,"sugar_free,vegan",Levant Beverage Distributors
204,beverages ,"Jordina Joy Cola, 1L",Soft Drinks,/images/products/Jordina-Joy-Orange-1L.jpg,2000000000204,0.6,40,20,"high_sugar,vegan",Levant Beverage Distributors
205,beverages ,"Canary Tutti Frutti Sugar Free Sparkling Drink, 330ml",Soft Drinks,/images/products/Canary-Tutti-Frutti-Sugar-Free-Sparkling-Drink-330ml.jpg,2000000000205,0.3,53,20,"sugar_free,vegan",Levant Beverage Distributors
206,beverages ,"G Pink Lemonade Flavored Soda, 300ml",Soft Drinks,/images/products/G-Pink-Lemonade-Flavored-Soda-300ml.jpg,2000000000206,0.55,20,20,"high_sugar,vegan",Levant Beverage Distributors
207,beverages ,"G Mixed Berry Fusion Flavored Soda, 300ml",Soft Drinks,/images/products/G-Mixed-Berry-Fusion-Flavored-Soda-300ml.jpg,2000000000207,0.55,33,20,"high_sugar,vegan",Levant Beverage Distributors
208,beverages ,"G Cherry Pop Sugar Free Flavored Soda, 300ml",Soft Drinks,/images/products/G-Cherry-Pop-Sugar-Free-Flavored-Soda-300ml.jpg,2000000000208,0.55,46,20,"sugar_free,vegan",Levant Beverage Distributors
209,beverages ,"Super Sour Green Apple Carbonated Drink, 250ml",Soft Drinks,/images/products/Super-Sour-Green-Apple-Carbonated-Drink-250ml.jpg,2000000000209,0.35,13,20,vegan,Levant Beverage Distributors
210,beverages ,"Super Triple Berry Carbonated Drink, 250ml",Soft Drinks,/images/products/Super-Triple-Berry-Carbonated-Drink-250ml.jpg,2000000000210,0.35,26,20,vegan,Levant Beverage Distributors
211,beverages ,"TT Peach ice Tea, 330ml",Soft Drinks,/images/products/TT-Peach-ice-Tea-330ml.jpg,2000000000211,0.25,39,20,vegan,Levant Beverage Distributors
212,beverages ,"Crush Cola Soft Drink Pet Bottle, 1L",Soft Drinks,"/images/products/Crush Orange Soft Drink Pet Bottle, 1L.jpg",2000000000212,0.33,52,20,"high_sugar,non_food",Levant Beverage Distributors
213,beverages ,"Crush Orange Soft Drink Pet Bottle, 1L",Soft Drinks,"/images/products/Crush Orange Soft Drink Pet Bottle, 1L.jpg",2000000000213,0.33,19,20,non_food,Levant Beverage Distributors
214,beverages ,"Kinza Lemon Carbonated Drink, 1L",Soft Drinks,/images/products/Kinza-Lemon-Carbonated-Drink-1L.jpg,2000000000214,0.4,32,20,vegan,Levant Beverage Distributors
215,beverages ,"Jordina Joy Orange, 1L",Soft Drinks,/images/products/Jordina-Joy-Orange-1L.jpg,2000000000215,0.6,45,20,vegan,Levant Beverage Distributors
216,beverages ,"Matrix Fruit Carbonated Drink, 250ml",Soft Drinks,/images/products/Matrix-Fruit-Carbonated-Drink-250ml.jpg,2000000000216,0.25,12,20,non_food,Levant Beverage Distributors
217,beverages ,"Kinza Blackcurrant Carbonated Drink Can, 250ml",Soft Drinks,/images/products/Kinza-Blackcurrant-Carbonated-Drink-Can-250ml.jpg,2000000000217,0.25,25,20,vegan,Levant Beverage Distributors
218,beverages ,"Lipton Zero Tropical Passion Fruit & Mango Ice Tea, 6x320ml",Specialty Drinks,"/images/products/Lipton Zero Tropical Passion Fruit & Mango Ice Tea, 6x320ml.jpg",2000000000218,1.55,38,20,vegan,Levant Beverage Distributors
219,beverages ,"Barbican Peach Non Alcoholic Malt Beverage Can, 330ml",Specialty Drinks,"/images/products/Barbican Peach Non Alcoholic Malt Beverage Can, 330ml.jpg",2000000000219,0.3,51,20,vegan,Levant Beverage Distributors
220,beverages ,"Barbican Pomegranate Non Alcoholic Malt Beverage Can, 330ml",Specialty Drinks,"/images/products/Barbican Peach Non Alcoholic Malt Beverage Can, 330ml.jpg",2000000000220,0.3,18,20,vegan,Levant Beverage Distributors
221,beverages ,"Barbican Passion Fruit Flavour Non-Alcoholic Malt Beverage in Bottle, 330ml",Specialty Drinks,"/images/products/Barbican Passion Fruit Flavour Non-Alcoholic Malt Beverage in Bottle, 330ml.jpg",2000000000221,0.55,31,20,non_food,Levant Beverage Distributors
222,beverages ,"Barbican Non-Alcoholic Malt Beverage - Apple Flavor, 330ml",Specialty Drinks,"/images/products/Barbican Non-Alcoholic Malt Beverage - Apple Flavor, 330ml.jpg",2000000000222,0.55,44,20,vegan,Levant Beverage Distributors
223,beverages ,"Barbican Non-Alcoholic Malt Beverage Pomegranate Flavor, 330ml",Specialty Drinks,"/images/products/Barbican Non-Alcoholic Malt Beverage Pomegranate Flavor, 330ml.jpg",2000000000223,0.55,11,20,vegan,Levant Beverage Distributors
224,beverages ,"Barbican Limited Edition Grape Non Alcoholic Malt Beverage, 330ml",Specialty Drinks,"/images/products/Barbican Limited Edition Grape Non Alcoholic Malt Beverage, 330ml.jpg",2000000000224,0.55,24,20,vegan,Levant Beverage Distributors
225,beverages ,Barbican Apple NRB 330 ml 6 pcs,Specialty Drinks,/images/products/Barbican Apple NRB 330 ml 6 pcs.jpg,2000000000225,3.4,37,20,vegan,Levant Beverage Distributors
226,beverages ,Barbican Pineapple NRB 330 ml 6 pcs,Specialty Drinks,/images/products/Barbican Pineapple NRB 330 ml 6 pcs.jpg,2000000000226,3.4,50,20,vegan,Levant Beverage Distributors
227,beverages ,Barbican Regular NRB 330 ml 6 pcs,Specialty Drinks,/images/products/Barbican Regular NRB 330 ml 6 pcs.jpg,2000000000227,3.4,17,20,vegan,Levant Beverage Distributors
228,beverages ,"Mr. Brown Chocolate Flavor Iced Coffee, 240ml",Specialty Drinks,"/images/products/Mr. Brown Chocolate Flavor Iced Coffee, 240ml.jpg",2000000000228,0.95,30,20,"high_sugar,vegan",Levant Beverage Distributors
229,beverages ,"Mr. Brown Sugar Free Ice Coffee, 240ml",Specialty Drinks,"/images/products/Mr. Brown Sugar Free Ice Coffee, 240ml.jpg",2000000000229,0.95,43,20,"sugar_free,vegan",Levant Beverage Distributors
230,beverages ,"Mr. Brown Macadamia Nut Iced Coffee, 240ml",Specialty Drinks,"/images/products/Mr. Brown Macadamia Nut Iced Coffee, 240ml.jpg",2000000000230,0.95,10,20,"high_sugar,vegan",Levant Beverage Distributors
231,beverages ,"Dunkin Caramel Iced Coffee, 180ml",Specialty Drinks,"/images/products/Dunkin Caramel Iced Coffee, 180ml.jpg",2000000000231,1,23,20,"high_sugar,vegan",Levant Beverage Distributors
232,beverages ,"KDD Milk Coffee Latte, 250ml",Specialty Drinks,"/images/products/KDD Milk Coffee Latte, 250ml.jpg",2000000000232,0.7,36,20,"dairy,not_vegan",Jordan Dairy Co.
233,beverages ,"Baladna Coffee with Milk Low Fat Cow Milk, 250ml",Specialty Drinks,"/images/products/Baladna Coffee with Milk Low Fat Cow Milk, 250ml.jpg",2000000000233,0.8,49,20,"dairy,not_vegan",Jordan Dairy Co.
234,beverages ,"Mr. Brown Apple Flavor Iced Tea, 580ml",Specialty Drinks,"/images/products/Mr. Brown Apple Flavor Iced Tea, 580ml.jpg",2000000000234,1,16,20,vegan,Levant Beverage Distributors
235,beverages ,"Freez Strawberry Carbonated Drink, 275ml",Specialty Drinks,"/images/products/Freez Strawberry Carbonated Drink, 275ml.jpg",2000000000235,1,29,20,vegan,Levant Beverage Distributors
236,beverages ,"Freez Berry Drink, 275ml",Specialty Drinks,"/images/products/Freez Berry Drink, 275ml.jpg",2000000000236,1,42,20,vegan,Levant Beverage Distributors
237,beverages ,"Freez Blue Hawaii Tropical Fruits Flavored Carbonated Drink, 275ml",Specialty Drinks,"/images/products/Freez Blue Hawaii Tropical Fruits Flavored Carbonated Drink, 275ml.jpg",2000000000237,1,55,20,vegan,Levant Beverage Distributors
238,beverages ,"Freez Kiwi & Lime Flavored Carbonated Drink, 275ml",Specialty Drinks,"/images/products/Freez Kiwi & Lime Flavored Carbonated Drink, 275ml.jpg",2000000000238,1,22,20,vegan,Levant Beverage Distributors
239,beverages ,"Freez Blue Hawai Zero Sugar Drink, 275ml",Specialty Drinks,"/images/products/Freez Blue Hawai Zero Sugar Drink, 275ml.jpg",2000000000239,1,35,20,"sugar_free,vegan",Levant Beverage Distributors
240,beverages ,"Freez Mango & Peach Zero Sugar Drink, 275ml",Specialty Drinks,"/images/products/Freez Mango & Peach Zero Sugar Drink, 275ml.jpg",2000000000240,1,48,20,"sugar_free,vegan",Levant Beverage Distributors
